[[90.759,89.76,87.177,83.407,78.788,73.608,67.955,61.963,55.721,49.299,42.781,36.224,29.703,23.301,17.063,11.126,5.6543,0.86609,-2.9862,-6.0686,-8.5685,-10.646,-12.45,-14.039,-15.485,-16.833,-18.107,-19.324,-20.482,-21.586,-22.626,-23.594,-24.478,-25.255,-25.915,-26.453,-26.856,-27.103,-27.21,-27.198,-27.062,-26.779,-26.316,-25.672,-24.867,-23.923,-22.861,-21.702,-20.467,-19.181,-17.877,-16.591,-15.346,-14.152,-13.023,-11.945,-10.904,-9.9064,-8.9622,-8.0939,-7.3048,-6.589,-5.9428,-5.3606,-4.8402,-4.3761,-3.9629,-3.5916,-3.2476,-2.9229,-2.6182,-2.3336,-2.0726,-1.8367,-1.6244,-1.434,-1.2639,-1.1125,-0.97823,-0.85793,-0.75046,-0.65453,-0.56892,-0.49259,-0.42441,-0.36487,-0.31271,-0.26669,-0.22557,-0.18816,-0.1533,-0.12133,-0.092655,-0.067672,-0.04671,-0.030037,-0.017841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[89.76,90.759,89.76,87.177,83.407,78.788,73.608,67.955,61.963,55.721,49.299,42.781,36.224,29.703,23.301,17.063,11.126,5.6543,0.86609,-2.9862,-6.0686,-8.5685,-10.646,-12.45,-14.039,-15.485,-16.833,-18.107,-19.324,-20.482,-21.586,-22.626,-23.594,-24.478,-25.255,-25.915,-26.453,-26.856,-27.103,-27.21,-27.198,-27.062,-26.779,-26.316,-25.672,-24.867,-23.923,-22.861,-21.702,-20.467,-19.181,-17.877,-16.591,-15.346,-14.152,-13.023,-11.945,-10.904,-9.9064,-8.9622,-8.0939,-7.3048,-6.589,-5.9428,-5.3606,-4.8402,-4.3761,-3.9629,-3.5916,-3.2476,-2.9229,-2.6182,-2.3336,-2.0726,-1.8367,-1.6244,-1.434,-1.2639,-1.1125,-0.97823,-0.85793,-0.75046,-0.65453,-0.56892,-0.49259,-0.42441,-0.36487,-0.31271,-0.26669,-0.22557,-0.18816,-0.1533,-0.12133,-0.092655,-0.067672,-0.04671,-0.030037,-0.017841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[87.177,89.76,90.759,89.76,87.177,83.407,78.788,73.608,67.955,61.963,55.721,49.299,42.781,36.224,29.703,23.301,17.063,11.126,5.6543,0.86609,-2.9862,-6.0686,-8.5685,-10.646,-12.45,-14.039,-15.485,-16.833,-18.107,-19.324,-20.482,-21.586,-22.626,-23.594,-24.478,-25.255,-25.915,-26.453,-26.856,-27.103,-27.21,-27.198,-27.062,-26.779,-26.316,-25.672,-24.867,-23.923,-22.861,-21.702,-20.467,-19.181,-17.877,-16.591,-15.346,-14.152,-13.023,-11.945,-10.904,-9.9064,-8.9622,-8.0939,-7.3048,-6.589,-5.9428,-5.3606,-4.8402,-4.3761,-3.9629,-3.5916,-3.2476,-2.9229,-2.6182,-2.3336,-2.0726,-1.8367,-1.6244,-1.434,-1.2639,-1.1125,-0.97823,-0.85793,-0.75046,-0.65453,-0.56892,-0.49259,-0.42441,-0.36487,-0.31271,-0.26669,-0.22557,-0.18816,-0.1533,-0.12133,-0.092655,-0.067672,-0.04671,-0.030037,-0.017841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[83.407,87.177,89.76,90.759,89.76,87.177,83.407,78.788,73.608,67.955,61.963,55.721,49.299,42.781,36.224,29.703,23.301,17.063,11.126,5.6543,0.86609,-2.9862,-6.0686,-8.5685,-10.646,-12.45,-14.039,-15.485,-16.833,-18.107,-19.324,-20.482,-21.586,-22.626,-23.594,-24.478,-25.255,-25.915,-26.453,-26.856,-27.103,-27.21,-27.198,-27.062,-26.779,-26.316,-25.672,-24.867,-23.923,-22.861,-21.702,-20.467,-19.181,-17.877,-16.591,-15.346,-14.152,-13.023,-11.945,-10.904,-9.9064,-8.9622,-8.0939,-7.3048,-6.589,-5.9428,-5.3606,-4.8402,-4.3761,-3.9629,-3.5916,-3.2476,-2.9229,-2.6182,-2.3336,-2.0726,-1.8367,-1.6244,-1.434,-1.2639,-1.1125,-0.97823,-0.85793,-0.75046,-0.65453,-0.56892,-0.49259,-0.42441,-0.36487,-0.31271,-0.26669,-0.22557,-0.18816,-0.1533,-0.12133,-0.092655,-0.067672,-0.04671,-0.030037,-0.017841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[78.788,83.407,87.177,89.76,90.759,89.76,87.177,83.407,78.788,73.608,67.955,61.963,55.721,49.299,42.781,36.224,29.703,23.301,17.063,11.126,5.6543,0.86609,-2.9862,-6.0686,-8.5685,-10.646,-12.45,-14.039,-15.485,-16.833,-18.107,-19.324,-20.482,-21.586,-22.626,-23.594,-24.478,-25.255,-25.915,-26.453,-26.856,-27.103,-27.21,-27.198,-27.062,-26.779,-26.316,-25.672,-24.867,-23.923,-22.861,-21.702,-20.467,-19.181,-17.877,-16.591,-15.346,-14.152,-13.023,-11.945,-10.904,-9.9064,-8.9622,-8.0939,-7.3048,-6.589,-5.9428,-5.3606,-4.8402,-4.3761,-3.9629,-3.5916,-3.2476,-2.9229,-2.6182,-2.3336,-2.0726,-1.8367,-1.6244,-1.434,-1.2639,-1.1125,-0.97823,-0.85793,-0.75046,-0.65453,-0.56892,-0.49259,-0.42441,-0.36487,-0.31271,-0.26669,-0.22557,-0.18816,-0.1533,-0.12133,-0.092655,-0.067672,-0.04671,-0.030037,-0.017841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[73.608,78.788,83.407,87.177,89.76,90.759,89.76,87.177,83.407,78.788,73.608,67.955,61.963,55.721,49.299,42.781,36.224,29.703,23.301,17.063,11.126,5.6543,0.86609,-2.9862,-6.0686,-8.5685,-10.646,-12.45,-14.039,-15.485,-16.833,-18.107,-19.324,-20.482,-21.586,-22.626,-23.594,-24.478,-25.255,-25.915,-26.453,-26.856,-27.103,-27.21,-27.198,-27.062,-26.779,-26.316,-25.672,-24.867,-23.923,-22.861,-21.702,-20.467,-19.181,-17.877,-16.591,-15.346,-14.152,-13.023,-11.945,-10.904,-9.9064,-8.9622,-8.0939,-7.3048,-6.589,-5.9428,-5.3606,-4.8402,-4.3761,-3.9629,-3.5916,-3.2476,-2.9229,-2.6182,-2.3336,-2.0726,-1.8367,-1.6244,-1.434,-1.2639,-1.1125,-0.97823,-0.85793,-0.75046,-0.65453,-0.56892,-0.49259,-0.42441,-0.36487,-0.31271,-0.26669,-0.22557,-0.18816,-0.1533,-0.12133,-0.092655,-0.067672,-0.04671,-0.030037,-0.017841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[67.955,73.608,78.788,83.407,87.177,89.76,90.759,89.76,87.177,83.407,78.788,73.608,67.955,61.963,55.721,49.299,42.781,36.224,29.703,23.301,17.063,11.126,5.6543,0.86609,-2.9862,-6.0686,-8.5685,-10.646,-12.45,-14.039,-15.485,-16.833,-18.107,-19.324,-20.482,-21.586,-22.626,-23.594,-24.478,-25.255,-25.915,-26.453,-26.856,-27.103,-27.21,-27.198,-27.062,-26.779,-26.316,-25.672,-24.867,-23.923,-22.861,-21.702,-20.467,-19.181,-17.877,-16.591,-15.346,-14.152,-13.023,-11.945,-10.904,-9.9064,-8.9622,-8.0939,-7.3048,-6.589,-5.9428,-5.3606,-4.8402,-4.3761,-3.9629,-3.5916,-3.2476,-2.9229,-2.6182,-2.3336,-2.0726,-1.8367,-1.6244,-1.434,-1.2639,-1.1125,-0.97823,-0.85793,-0.75046,-0.65453,-0.56892,-0.49259,-0.42441,-0.36487,-0.31271,-0.26669,-0.22557,-0.18816,-0.1533,-0.12133,-0.092655,-0.067672,-0.04671,-0.030037,-0.017841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[61.963,67.955,73.608,78.788,83.407,87.177,89.76,90.759,89.76,87.177,83.407,78.788,73.608,67.955,61.963,55.721,49.299,42.781,36.224,29.703,23.301,17.063,11.126,5.6543,0.86609,-2.9862,-6.0686,-8.5685,-10.646,-12.45,-14.039,-15.485,-16.833,-18.107,-19.324,-20.482,-21.586,-22.626,-23.594,-24.478,-25.255,-25.915,-26.453,-26.856,-27.103,-27.21,-27.198,-27.062,-26.779,-26.316,-25.672,-24.867,-23.923,-22.861,-21.702,-20.467,-19.181,-17.877,-16.591,-15.346,-14.152,-13.023,-11.945,-10.904,-9.9064,-8.9622,-8.0939,-7.3048,-6.589,-5.9428,-5.3606,-4.8402,-4.3761,-3.9629,-3.5916,-3.2476,-2.9229,-2.6182,-2.3336,-2.0726,-1.8367,-1.6244,-1.434,-1.2639,-1.1125,-0.97823,-0.85793,-0.75046,-0.65453,-0.56892,-0.49259,-0.42441,-0.36487,-0.31271,-0.26669,-0.22557,-0.18816,-0.1533,-0.12133,-0.092655,-0.067672,-0.04671,-0.030037,-0.017841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[55.721,61.963,67.955,73.608,78.788,83.407,87.177,89.76,90.759,89.76,87.177,83.407,78.788,73.608,67.955,61.963,55.721,49.299,42.781,36.224,29.703,23.301,17.063,11.126,5.6543,0.86609,-2.9862,-6.0686,-8.5685,-10.646,-12.45,-14.039,-15.485,-16.833,-18.107,-19.324,-20.482,-21.586,-22.626,-23.594,-24.478,-25.255,-25.915,-26.453,-26.856,-27.103,-27.21,-27.198,-27.062,-26.779,-26.316,-25.672,-24.867,-23.923,-22.861,-21.702,-20.467,-19.181,-17.877,-16.591,-15.346,-14.152,-13.023,-11.945,-10.904,-9.9064,-8.9622,-8.0939,-7.3048,-6.589,-5.9428,-5.3606,-4.8402,-4.3761,-3.9629,-3.5916,-3.2476,-2.9229,-2.6182,-2.3336,-2.0726,-1.8367,-1.6244,-1.434,-1.2639,-1.1125,-0.97823,-0.85793,-0.75046,-0.65453,-0.56892,-0.49259,-0.42441,-0.36487,-0.31271,-0.26669,-0.22557,-0.18816,-0.1533,-0.12133,-0.092655,-0.067672,-0.04671,-0.030037,-0.017841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[49.299,55.721,61.963,67.955,73.608,78.788,83.407,87.177,89.76,90.759,89.76,87.177,83.407,78.788,73.608,67.955,61.963,55.721,49.299,42.781,36.224,29.703,23.301,17.063,11.126,5.6543,0.86609,-2.9862,-6.0686,-8.5685,-10.646,-12.45,-14.039,-15.485,-16.833,-18.107,-19.324,-20.482,-21.586,-22.626,-23.594,-24.478,-25.255,-25.915,-26.453,-26.856,-27.103,-27.21,-27.198,-27.062,-26.779,-26.316,-25.672,-24.867,-23.923,-22.861,-21.702,-20.467,-19.181,-17.877,-16.591,-15.346,-14.152,-13.023,-11.945,-10.904,-9.9064,-8.9622,-8.0939,-7.3048,-6.589,-5.9428,-5.3606,-4.8402,-4.3761,-3.9629,-3.5916,-3.2476,-2.9229,-2.6182,-2.3336,-2.0726,-1.8367,-1.6244,-1.434,-1.2639,-1.1125,-0.97823,-0.85793,-0.75046,-0.65453,-0.56892,-0.49259,-0.42441,-0.36487,-0.31271,-0.26669,-0.22557,-0.18816,-0.1533,-0.12133,-0.092655,-0.067672,-0.04671,-0.030037,-0.017841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
